Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Capacity (Tons),Year,Efficiency_Cost_Index,Campaign_Effectiveness_Ratio,Capacity_vs_Generation,City_Target_Encoded,Waste Type_E-Waste,Waste Type_Hazardous,Waste Type_Organic,Waste Type_Plastic,Disposal Method_Incineration,Disposal Method_Landfill,Disposal Method_Recycling,Geo_Cluster_1,Geo_Cluster_2,Geo_Cluster_3,Geo_Cluster_4
1942,42,4071,9,3010,17,83130,2022,0.0029890401859847225,0.004174852652259332,42.78435409161091,54.44,0,0,1,0,0,1,0,0,1,0,0
9089,53,4071,7,3699,12,83130,2022,0.0018918918918918919,0.0029469548133595285,9.145214521452145,54.44,1,0,0,0,0,1,0,0,1,0,0
7209,52,4071,5,3052,2,83130,2022,0.0016377333770062235,0.0004911591355599214,11.52981969486824,54.44,0,0,0,0,0,0,1,0,1,0,0
4153,74,4071,7,4045,0,83130,2022,0.0017301038062283738,0.0,20.01203659123736,54.44,0,1,0,0,1,0,0,0,1,0,0
9364,83,4071,10,892,11,83130,2023,0.011198208286674132,0.0027013752455795677,8.876668446342766,54.44,0,0,0,1,0,1,0,0,1,0,0
1667,72,4071,10,1400,10,83130,2023,0.007137758743754461,0.002455795677799607,49.83812949640288,54.44,0,0,1,0,0,1,0,0,1,0,0
4863,45,4071,9,3429,14,83130,2023,0.0026239067055393588,0.00343811394891945,17.090871710526315,54.44,1,0,0,0,1,0,0,0,1,0,0
6131,50,4071,8,714,17,83130,2023,0.011188811188811189,0.004174852652259332,13.556751467710372,54.44,0,0,0,0,0,0,0,0,1,0,0
7203,43,4071,9,3001,19,83130,2023,0.0029980013324450365,0.004666011787819254,11.53942254303165,54.44,0,1,0,0,0,0,1,0,1,0,0
4709,49,18418,8,3236,3,30373,2019,0.002471424158171146,0.00016287529181823116,6.448619957537155,59.16,0,0,0,1,0,1,0,1,0,0,0
8515,64,18418,7,4289,5,30373,2019,0.0016317016317016317,0.00027145881969705196,3.5665805542508218,59.16,0,0,1,0,1,0,0,1,0,0,0
8079,39,18418,6,1230,7,30373,2019,0.00487408610885459,0.00038004234757587274,3.7590346534653465,59.16,1,0,0,0,0,0,1,1,0,0,0
9230,73,18418,8,957,4,30373,2019,0.008350730688935281,0.00021716705575764158,3.290326075181454,59.16,0,0,0,0,0,0,1,1,0,0,0
8655,61,18418,7,1124,0,30373,2019,0.006222222222222222,0.0,3.508895563770795,59.16,0,1,0,0,0,1,0,1,0,0,0
4070,83,18418,7,4747,1,30373,2020,0.0014743049705139006,5.4291763939410394e-05,7.460820437239008,59.16,0,0,0,1,0,1,0,1,0,0,0
4982,44,18418,10,3279,6,30373,2020,0.003048780487804878,0.0003257505836364623,6.095324101946619,59.16,0,0,1,0,0,0,1,1,0,0,0
2323,84,18418,8,907,12,30373,2020,0.00881057268722467,0.0006515011672729246,13.069277108433734,59.16,1,0,0,0,0,0,1,1,0,0,0
917,35,18418,7,1559,14,30373,2020,0.004487179487179487,0.0007600846951517455,33.08605664488017,59.16,0,0,0,0,1,0,0,1,0,0,0
8160,78,18418,5,4193,16,30373,2020,0.0011921793037672865,0.0008686682230305663,3.721725278764857,59.16,0,1,0,0,0,1,0,1,0,0,0
7306,67,18418,5,1198,3,30373,2021,0.004170141784820684,0.00016287529181823116,4.156699055700014,59.16,0,0,0,1,0,1,0,1,0,0,0
3645,54,18418,10,2113,18,30373,2021,0.004730368968779565,0.0009772517509093871,8.330499177180473,59.16,0,0,1,0,1,0,0,1,0,0,0
8521,58,18418,5,2668,14,30373,2021,0.0018733608092918695,0.0007600846951517455,3.564069467261206,59.16,1,0,0,0,0,0,0,1,0,0,0
4348,74,18418,10,516,20,30373,2021,0.019342359767891684,0.0010858352787882079,6.983904345826627,59.16,0,0,0,0,1,0,0,1,0,0,0
8086,37,18418,9,4283,0,30373,2021,0.0021008403361344537,0.0,3.755780882898479,59.16,0,1,0,0,0,0,0,1,0,0,0
3990,65,18418,10,4017,7,30373,2022,0.0024888003982080635,0.00038004234757587274,7.610373340015034,59.16,0,0,0,1,0,0,1,1,0,0,0
3262,70,18418,6,2759,14,30373,2022,0.002173913043478261,0.0007600846951517455,9.308305240576157,59.16,0,0,1,0,1,0,0,1,0,0,0
4682,46,18418,9,4895,1,30373,2022,0.001838235294117647,5.4291763939410394e-05,6.4857997010463375,59.16,1,0,0,0,1,0,0,1,0,0,0
5653,48,18418,9,2017,7,30373,2022,0.0044598612487611496,0.00038004234757587274,5.3719490626105415,59.16,0,0,0,0,0,1,0,1,0,0,0
3598,84,18418,10,2156,15,30373,2022,0.004636068613815485,0.0008143764590911558,8.43928869130314,59.16,0,1,0,0,0,1,0,1,0,0,0
3165,46,18418,9,4394,2,30373,2023,0.0020477815699658703,0.00010858352787882079,9.593493367024637,59.16,0,0,0,1,0,0,1,1,0,0,0
8796,81,18418,9,2365,1,30373,2023,0.0038038884192730348,5.4291763939410394e-05,3.452654313970672,59.16,0,0,1,0,1,0,0,1,0,0,0
1484,57,18418,9,1031,9,30373,2023,0.00872093023255814,0.0004886258754546936,20.453198653198655,59.16,1,0,0,0,0,0,1,1,0,0,0
5645,48,18418,7,3612,17,30373,2023,0.0019374481040686411,0.0009229599869699767,5.379560750974141,59.16,0,0,0,0,0,1,0,1,0,0,0
684,34,18418,10,4166,20,30373,2023,0.0023998080153587713,0.0010858352787882079,44.34014598540146,59.16,0,1,0,0,0,0,0,1,0,0,0
8144,67,2929,9,3555,5,61142,2019,0.002530933633295838,0.0017064846416382253,7.506691221608349,64.64,0,0,0,1,0,0,0,0,0,0,1
9725,81,2929,7,3629,19,61142,2019,0.001928374655647383,0.006484641638225256,6.286448694221674,64.64,0,0,1,0,0,0,0,0,0,0,1
5037,38,2929,10,553,2,61142,2019,0.018050541516245487,0.0006825938566552901,12.136165144898769,64.64,1,0,0,0,0,0,1,0,0,0,1
9377,54,2929,10,886,1,61142,2019,0.011273957158962795,0.00034129692832764505,6.519727020686713,64.64,0,0,0,0,0,0,0,0,0,0,1
5566,78,2929,5,1566,13,61142,2019,0.003190810465858328,0.004436860068259386,10.982935153583618,64.64,0,1,0,0,0,0,0,0,0,0,1
9082,78,2929,9,4800,16,61142,2020,0.0018746094563632577,0.005460750853242321,6.731476384454475,64.64,0,0,0,1,1,0,0,0,0,0,1
6803,69,2929,7,1646,8,61142,2020,0.004250151791135397,0.0027303754266211604,8.986184597295708,64.64,0,0,1,0,0,1,0,0,0,0,1
9293,76,2929,7,3839,10,61142,2020,0.0018229166666666667,0.0034129692832764505,6.5786528943404345,64.64,1,0,0,0,0,1,0,0,0,0,1
4596,77,2929,6,2361,8,61142,2020,0.002540220152413209,0.0027303754266211604,13.300413313030237,64.64,0,0,0,0,0,0,0,0,0,0,1
1504,78,2929,5,1458,2,61142,2020,0.003427004797806717,0.0006825938566552901,40.625913621262455,64.64,0,1,0,0,1,0,0,0,0,0,1
5086,81,2929,10,3219,0,61142,2021,0.003105590062111801,0.0,12.01926479260861,64.64,0,0,0,1,0,0,0,0,0,0,1
725,79,2929,9,4952,12,61142,2021,0.0018170805572380376,0.004095563139931741,84.21763085399449,64.64,0,0,1,0,0,0,0,0,0,0,1
6111,66,2929,10,2516,0,61142,2021,0.003972983710766786,0.0,10.00359947643979,64.64,1,0,0,0,1,0,0,0,0,0,1
4593,55,2929,8,3925,0,61142,2021,0.0020376974019358125,0.0,13.309098824553766,64.64,0,0,0,0,0,1,0,0,0,0,1
783,58,2929,9,3261,1,61142,2021,0.0027590435315757206,0.00034129692832764505,77.98724489795919,64.64,0,1,0,0,0,0,1,0,0,0,1
6251,77,2929,6,2147,6,61142,2022,0.002793296089385475,0.0020477815699658703,9.77959053103007,64.64,0,0,0,1,0,0,0,0,0,0,1
2950,44,2929,8,1006,1,61142,2022,0.007944389275074478,0.00034129692832764505,20.719078278549645,64.64,0,0,1,0,0,0,0,0,0,0,1
8734,30,2929,10,3781,4,61142,2022,0.0026441036488630354,0.0013651877133105802,6.999656554092731,64.64,1,0,0,0,1,0,0,0,0,0,1
8915,80,2929,8,624,4,61142,2022,0.0128,0.0013651877133105802,6.857559443696725,64.64,0,0,0,0,0,0,1,0,0,0,1
5025,36,2929,5,3164,12,61142,2022,0.001579778830963665,0.004095563139931741,12.165141265419816,64.64,0,1,0,0,0,1,0,0,0,0,1
4551,56,2929,7,2510,0,61142,2023,0.0027877339705296694,0.0,13.431898066783832,64.64,0,0,0,1,1,0,0,0,0,0,1
9201,70,2929,9,2492,6,61142,2023,0.0036101083032490976,0.0020477815699658703,6.644425124972832,64.64,0,0,1,0,0,0,1,0,0,0,1
4466,74,2929,7,4170,5,61142,2023,0.001678254615200192,0.0017064846416382253,13.687486008506827,64.64,1,0,0,0,0,1,0,0,0,0,1
814,35,2929,6,2996,18,61142,2023,0.002002002002002002,0.0061433447098976105,75.02085889570552,64.64,0,0,0,0,0,0,0,0,0,0,1
7020,79,2929,6,3768,18,61142,2023,0.0015919342000530645,0.0061433447098976105,8.708446090300527,64.64,0,1,0,0,0,0,0,0,0,0,1
5125,37,21598,8,3475,6,24927,2019,0.0023014959723820483,0.00027779063845548405,4.86285602809208,52.68,0,0,0,1,0,1,0,0,0,0,0
8038,72,21598,7,1843,19,24927,2019,0.003796095444685466,0.0008796703551090328,3.100758800845876,52.68,0,0,1,0,0,0,1,0,0,0,0
7388,32,21598,7,4606,20,24927,2019,0.001519426958975472,0.0009259687948516135,3.3735282176207875,52.68,1,0,0,0,0,0,1,0,0,0,0
6364,77,21598,6,2720,3,24927,2019,0.002205071664829107,0.00013889531922774202,3.9162608012568736,52.68,0,0,0,0,1,0,0,0,0,0,0
5593,33,21598,6,1520,5,24927,2019,0.0039447731755424065,0.00023149219871290336,4.456024311762603,52.68,0,1,0,0,0,1,0,0,0,0,0
1128,30,21598,7,2941,0,24927,2020,0.002379333786539769,0.0,22.07883082373782,52.68,0,0,0,1,1,0,0,0,0,0,0
2600,50,21598,5,609,8,24927,2020,0.00819672131147541,0.0003703875179406454,9.583621683967705,52.68,0,0,1,0,1,0,0,0,0,0,0
6120,47,21598,8,1084,19,24927,2020,0.007373271889400922,0.0008796703551090328,4.072373795131514,52.68,1,0,0,0,0,1,0,0,0,0,0
8236,53,21598,5,4879,15,24927,2020,0.0010245901639344263,0.0006944765961387101,3.026223139492534,52.68,0,0,0,0,0,0,1,0,0,0,0
4637,73,21598,8,2427,5,24927,2020,0.0032948929159802307,0.00023149219871290336,5.374514877102199,52.68,0,1,0,0,0,0,1,0,0,0,0
7724,36,21598,8,509,11,24927,2021,0.01568627450980392,0.0005092828371683875,3.2267961165048544,52.68,0,0,0,1,0,0,0,0,0,0,0
9247,48,21598,8,683,0,24927,2021,0.011695906432748537,0.0,2.695393598615917,52.68,0,0,1,0,1,0,0,0,0,0,0
6645,81,21598,7,2420,17,24927,2021,0.0028913672036348617,0.0007870734756238715,3.7506770990069214,52.68,1,0,0,0,0,0,0,0,0,0,0
8397,75,21598,6,2919,16,24927,2021,0.002054794520547945,0.0007407750358812908,2.9682067158847345,52.68,0,0,0,0,1,0,0,0,0,0,0
2986,33,21598,5,755,17,24927,2021,0.006613756613756613,0.0007870734756238715,8.345162370271176,52.68,0,1,0,0,0,0,0,0,0,0,0
7390,46,21598,5,3675,9,24927,2022,0.0013601741022850925,0.0004166859576832261,3.372615342984711,52.68,0,0,0,1,1,0,0,0,0,0,0
3591,71,21598,5,3317,12,24927,2022,0.0015069318866787222,0.0005555812769109681,6.939587973273942,52.68,0,0,1,0,0,0,1,0,0,0,0
4487,46,21598,7,989,7,24927,2022,0.007070707070707071,0.00032408907819806473,5.554144385026738,52.68,1,0,0,0,0,0,0,0,0,0,0
5732,79,21598,6,4010,6,24927,2022,0.0014958863126402393,0.00027779063845548405,4.347985347985348,52.68,0,0,0,0,1,0,0,0,0,0,0
2037,35,21598,8,3000,0,24927,2022,0.0026657780739753416,0.0,12.231108930323847,52.68,0,1,0,0,0,0,0,0,0,0,0
1325,60,21598,6,3482,20,24927,2023,0.0017226528854435831,0.0009259687948516135,18.79864253393665,52.68,0,0,0,1,0,0,1,0,0,0,0
2028,85,21598,5,2092,8,24927,2023,0.0023889154323936935,0.0003703875179406454,12.285362247412518,52.68,0,0,1,0,0,1,0,0,0,0,0
9199,35,21598,10,4382,18,24927,2023,0.0022815423226100846,0.0008333719153664522,2.7094565217391304,52.68,1,0,0,0,0,0,0,0,0,0,0
5872,38,21598,8,2663,0,24927,2023,0.003003003003003003,0.0,4.244338498212158,52.68,0,0,0,0,1,0,0,0,0,0,0
6592,45,21598,5,4874,20,24927,2023,0.0010256410256410256,0.0009259687948516135,3.780828151069316,52.68,0,1,0,0,1,0,0,0,0,0,0
2374,37,22866,5,1243,13,60935,2019,0.0040192926045016075,0.0005685048322910744,25.65684210526316,60.88,0,0,0,1,0,0,1,1,0,0,0
8355,47,22866,10,4050,6,60935,2019,0.0024685262898049864,0.0002623868456728036,7.292364767831498,60.88,0,0,1,0,0,1,0,1,0,0,0
9369,37,22866,9,1382,12,60935,2019,0.006507592190889371,0.0005247736913456073,6.503201707577374,60.88,1,0,0,0,0,1,0,1,0,0,0
8457,79,22866,6,1687,7,60935,2019,0.0035545023696682463,0.00030611798661827087,7.204421849136912,60.88,0,0,0,0,1,0,0,1,0,0,0
4891,56,22866,5,3499,11,60935,2019,0.0014285714285714286,0.00048104255040013995,12.456050695012266,60.88,0,1,0,0,0,0,1,1,0,0,0
822,80,22866,6,4966,13,60935,2020,0.0012079726192872962,0.0005685048322910744,74.0400972053463,60.88,0,0,0,1,0,1,0,1,0,0,0
4079,73,22866,8,2246,18,60935,2020,0.0035603026257231864,0.0007871605370184108,14.935049019607844,60.88,0,0,1,0,1,0,0,1,0,0,0
4047,58,22866,6,4462,3,60935,2020,0.0013443871835088505,0.0001311934228364018,15.053112648221344,60.88,1,0,0,0,0,0,1,1,0,0,0
3438,63,22866,8,1247,1,60935,2020,0.00641025641025641,4.3731140945467264e-05,17.718813608607153,60.88,0,0,0,0,1,0,0,1,0,0,0
3115,46,22866,6,4252,17,60935,2020,0.0014107688690336232,0.0007434293960729435,19.555519897304237,60.88,0,1,0,0,0,0,0,1,0,0,0
1484,78,22866,6,4003,3,60935,2021,0.0014985014985014985,0.0001311934228364018,41.033670033670035,60.88,0,0,0,1,0,0,0,1,0,0,0
4543,79,22866,7,3813,13,60935,2021,0.0018353434714210803,0.0005685048322910744,13.409991197183098,60.88,0,0,1,0,0,0,1,1,0,0,0
7401,82,22866,9,4307,3,60935,2021,0.0020891364902506965,0.0001311934228364018,8.232234531207782,60.88,1,0,0,0,1,0,0,1,0,0,0
9218,84,22866,9,1433,7,60935,2021,0.006276150627615063,0.00030611798661827087,6.609719058466211,60.88,0,0,0,0,0,0,0,1,0,0,0
7562,74,22866,6,3410,18,60935,2021,0.001759014951627089,0.0007871605370184108,8.05698796773767,60.88,0,1,0,0,1,0,0,1,0,0,0
6340,47,22866,9,2172,3,60935,2022,0.0041417395306028535,0.0001311934228364018,9.609683015297271,60.88,0,0,0,1,1,0,0,1,0,0,0
1976,39,22866,5,930,8,60935,2022,0.0053705692803437165,0.0003498491275637381,30.82195245321194,60.88,0,0,1,0,0,0,0,1,0,0,0
9002,39,22866,8,2298,17,60935,2022,0.0034797738147020443,0.0007434293960729435,6.768299455736977,60.88,1,0,0,0,0,0,1,1,0,0,0
9229,69,22866,8,728,0,60935,2022,0.010973936899862825,0.0,6.601841820151679,60.88,0,0,0,0,0,1,0,1,0,0,0
3522,70,22866,9,1428,16,60935,2022,0.006298110566829951,0.0006996982551274762,17.296338347998866,60.88,0,1,0,0,0,0,0,1,0,0,0
5833,70,22866,5,1084,18,60935,2023,0.004608294930875576,0.0007871605370184108,10.44480630785053,60.88,0,0,0,1,1,0,0,1,0,0,0
7866,47,22866,7,2757,18,60935,2023,0.0025380710659898475,0.0007871605370184108,7.745646370916487,60.88,0,0,1,0,1,0,0,1,0,0,0
4726,55,22866,7,702,1,60935,2023,0.00995732574679943,4.3731140945467264e-05,12.890839856145547,60.88,1,0,0,0,0,0,1,1,0,0,0
1243,47,22866,10,3422,10,60935,2023,0.00292141396435875,0.00043731140945467266,48.983118971061096,60.88,0,0,0,0,0,0,0,1,0,0,0
9261,66,22866,6,2036,1,60935,2023,0.0029455081001472753,4.3731140945467264e-05,6.5790326063485205,60.88,0,1,0,0,0,1,0,1,0,0,0
8029,41,12073,8,1562,13,98572,2019,0.005118362124120281,0.0010766937220473745,12.27546699875467,55.8,0,0,0,1,0,0,1,0,0,0,0
3277,45,12073,8,4870,15,98572,2019,0.001642373229316362,0.0012423389100546629,30.070774862721173,55.8,0,0,1,0,1,0,0,0,0,0,0
9389,45,12073,8,1177,14,98572,2019,0.006791171477079796,0.0011595163160510187,10.497550585729499,55.8,1,0,0,0,1,0,0,0,0,0,0
1031,36,12073,8,4921,17,98572,2019,0.0016253555465258025,0.0014079840980619513,95.51550387596899,55.8,0,0,0,0,0,0,0,0,0,0,0
5816,67,12073,5,4556,15,98572,2019,0.0010972130787798991,0.0012423389100546629,16.94550455561286,55.8,0,1,0,0,0,0,1,0,0,0,0
6548,55,12073,7,4731,15,98572,2020,0.0014792899408284023,0.0012423389100546629,15.051458237898915,55.8,0,0,0,1,0,1,0,0,0,0,0
5804,68,12073,5,4100,8,98572,2020,0.00121921482565228,0.0006625807520291535,16.980534022394487,55.8,0,0,1,0,1,0,0,0,0,0,0
7649,53,12073,10,2381,4,98572,2020,0.0041981528127623844,0.00033129037601457677,12.885228758169935,55.8,1,0,0,0,0,1,0,0,0,0,0
953,66,12073,8,2355,1,98572,2020,0.003395585738539898,8.282259400364419e-05,103.32494758909853,55.8,0,0,0,0,0,1,0,0,0,0,0
747,59,12073,7,4295,4,98572,2020,0.0016294227188081937,0.00033129037601457677,131.7807486631016,55.8,0,1,0,0,0,0,1,0,0,0,0
6863,75,12073,7,2635,13,98572,2021,0.002655538694992413,0.0010766937220473745,14.360722610722611,55.8,0,0,0,1,0,1,0,0,0,0,0
8447,42,12073,5,2764,17,98572,2021,0.0018083182640144665,0.0014079840980619513,11.668087121212121,55.8,0,0,1,0,0,0,0,0,0,0,0
4259,81,12073,7,4070,11,98572,2021,0.0017194792434291329,0.0009110485340400862,23.138967136150235,55.8,1,0,0,0,0,0,0,0,0,0,0
8174,57,12073,9,862,9,98572,2021,0.010428736964078795,0.0007454033460327977,12.057737003058104,55.8,0,0,0,0,0,0,1,0,0,0,0
4274,60,12073,6,1901,10,98572,2021,0.0031545741324921135,0.000828225940036442,23.057777777777776,55.8,0,1,0,0,1,0,0,0,0,0,0
3522,75,12073,10,925,11,98572,2022,0.01079913606911447,0.0009110485340400862,27.979562872551803,55.8,0,0,0,1,0,1,0,0,0,0,0
5021,78,12073,9,2258,19,98572,2022,0.00398406374501992,0.0015736292860692397,19.628036638789325,55.8,0,0,1,0,0,0,0,0,0,0,0
6743,52,12073,6,4958,10,98572,2022,0.0012099213551119178,0.000828225940036442,14.616251482799525,55.8,1,0,0,0,0,1,0,0,0,0,0
2139,54,12073,6,3884,6,98572,2022,0.0015444015444015444,0.0004969355640218651,46.061682242990656,55.8,0,0,0,0,0,0,1,0,0,0,0
580,31,12073,8,1968,5,98572,2022,0.004062976130015236,0.000414112970018221,169.6592082616179,55.8,0,1,0,0,0,1,0,0,0,0,0
963,38,12073,8,2999,0,98572,2023,0.0026666666666666666,0.0,102.25311203319502,55.8,0,0,0,1,0,0,1,0,0,0,0
8565,52,12073,7,3047,20,98572,2023,0.0022965879265091863,0.001656451880072884,11.507354657950035,55.8,0,0,1,0,0,1,0,0,0,0,0
8883,43,12073,7,3454,20,98572,2023,0.0020260492040520984,0.001656451880072884,11.095452498874382,55.8,1,0,0,0,0,1,0,0,0,0,0
9121,40,12073,9,4566,11,98572,2023,0.0019706590759798557,0.0009110485340400862,10.805963604472703,55.8,0,0,0,0,0,1,0,0,0,0,0
6047,82,12073,9,3133,20,98572,2023,0.002871729419272495,0.001656451880072884,16.298280423280424,55.8,0,1,0,0,1,0,0,0,0,0,0
9222,76,17422,8,4212,14,98646,2019,0.0018988844054118206,0.0008035355564483728,10.695652173913043,58.2,0,0,0,1,0,0,1,1,0,0,0
2865,82,17422,9,3272,14,98646,2019,0.002749770852428964,0.0008035355564483728,34.41939986043266,58.2,0,0,1,0,0,1,0,1,0,0,0
7540,60,17422,5,1776,2,98646,2019,0.0028137310073157004,0.00011479079377833897,13.081288953719666,58.2,1,0,0,0,1,0,0,1,0,0,0
8974,41,17422,8,4536,15,98646,2019,0.001763279700242451,0.0008609309533375424,10.991197771587744,58.2,0,0,0,0,0,0,1,1,0,0,0
6183,43,17422,5,1377,12,98646,2019,0.00362844702467344,0.0006887447626700338,15.951811125485122,58.2,0,1,0,0,0,0,1,1,0,0,0
1270,34,17422,7,1071,11,98646,2020,0.0065298507462686565,0.0006313493657808644,77.61290322580645,58.2,0,0,0,1,0,1,0,1,0,0,0
6090,44,17422,7,2447,0,98646,2020,0.0028594771241830064,0.0,16.19537021835495,58.2,0,0,1,0,0,1,0,1,0,0,0
9848,79,17422,10,675,11,98646,2020,0.014792899408284023,0.0006313493657808644,10.01583917148949,58.2,1,0,0,0,0,1,0,1,0,0,0
3883,38,17422,7,2577,5,98646,2020,0.0027152831652443757,0.0002869769844458474,25.39804325437693,58.2,0,0,0,0,0,0,1,1,0,0,0
7762,68,17422,6,1158,0,98646,2020,0.005176876617773943,0.0,12.707200824423548,58.2,0,1,0,0,1,0,0,1,0,0,0
9164,69,17422,5,4385,14,98646,2021,0.0011399908800729594,0.0008035355564483728,10.763338788870703,58.2,0,0,0,1,0,0,0,1,0,0,0
4838,61,17422,8,2006,10,98646,2021,0.003986048829098156,0.0005739539688916948,20.385616862988222,58.2,0,0,1,0,0,0,0,1,0,0,0
9929,85,17422,9,1475,14,98646,2021,0.006097560975609756,0.0008035355564483728,9.934138972809668,58.2,1,0,0,0,0,0,1,1,0,0,0
4213,65,17422,7,794,15,98646,2021,0.00880503144654088,0.0008609309533375424,23.409112482202183,58.2,0,0,0,0,0,0,1,1,0,0,0
4130,65,17422,8,3340,17,98646,2021,0.002394492666866208,0.0009757217471158813,23.879448075526508,58.2,0,1,0,0,1,0,0,1,0,0,0
9721,30,17422,8,1126,7,98646,2022,0.00709849157054126,0.0004017677782241864,10.14667763834602,58.2,0,0,0,1,0,0,0,1,0,0,0
8205,40,17422,7,1464,19,98646,2022,0.00477815699658703,0.0010905125408942203,12.021203997075311,58.2,0,0,1,0,0,0,1,1,0,0,0
5473,73,17422,7,3439,0,98646,2022,0.0020348837209302325,0.0,18.020825721592985,58.2,1,0,0,0,0,0,1,1,0,0,0
9588,36,17422,8,4717,10,98646,2022,0.001695633743111488,0.0005739539688916948,10.287412660339973,58.2,0,0,0,0,0,1,0,1,0,0,0
1182,82,17422,9,1502,1,98646,2022,0.005988023952095809,5.739539688916949e-05,83.38630600169061,58.2,0,1,0,0,1,0,0,1,0,0,0
4020,57,17422,7,2248,13,98646,2023,0.0031124944419742106,0.0007461401595592034,24.532703307634918,58.2,0,0,0,1,0,0,1,1,0,0,0
7916,53,17422,6,2047,11,98646,2023,0.0029296875,0.0006313493657808644,12.460022735884804,58.2,0,0,1,0,0,0,1,1,0,0,0
1670,77,17422,5,2924,3,98646,2023,0.0017094017094017094,0.00017218619066750846,59.03411131059246,58.2,1,0,0,0,0,0,1,1,0,0,0
2654,53,17422,8,2074,16,98646,2023,0.0038554216867469878,0.0009183263502267118,37.154802259887006,58.2,0,0,0,0,0,1,0,1,0,0,0
6090,44,17422,9,1406,20,98646,2023,0.006396588486140725,0.0011479079377833897,16.19537021835495,58.2,0,1,0,0,0,0,0,1,0,0,0
6035,64,12612,9,4276,11,31477,2019,0.002104278700023381,0.000872116070720685,5.214877402253148,53.56,0,0,0,1,1,0,0,1,0,0,0
1371,68,12612,5,3410,19,31477,2019,0.001465845793022574,0.0015063823039720922,22.942419825072886,53.56,0,0,1,0,0,0,1,1,0,0,0
2239,71,12612,10,1403,0,31477,2019,0.007122507122507123,0.0,14.052232142857143,53.56,1,0,0,0,0,1,0,1,0,0,0
9144,39,12612,8,4250,13,31477,2019,0.0018819101387908728,0.0010306826290335368,3.4419901585565884,53.56,0,0,0,0,0,1,0,1,0,0,0
4718,42,12612,9,3452,20,31477,2019,0.0026064291920069507,0.0015856655831285181,6.670269124814579,53.56,0,1,0,0,0,0,1,1,0,0,0
3121,38,12612,5,3385,4,31477,2020,0.0014766686355581807,0.00031713311662570366,10.082319026265214,53.56,0,0,0,1,0,0,0,1,0,0,0
6093,75,12612,5,934,11,31477,2020,0.0053475935828877,0.000872116070720685,5.165244502789629,53.56,0,0,1,0,1,0,0,1,0,0,0
2840,63,12612,5,3675,6,31477,2020,0.0013601741022850925,0.00047569967493855546,11.079549454417458,53.56,1,0,0,0,0,0,0,1,0,0,0
1796,34,12612,6,2113,15,31477,2020,0.002838221381267739,0.0011892491873463887,17.516416249304395,53.56,0,0,0,0,0,0,0,1,0,0,0
2868,39,12612,9,4327,12,31477,2020,0.0020794824399260627,0.0009513993498771109,10.971418612757057,53.56,0,1,0,0,0,1,0,1,0,0,0
7820,41,12612,10,2138,5,31477,2021,0.004675081813931743,0.00039641639578212953,4.0246771512594295,53.56,0,0,0,1,1,0,0,1,0,0,0
9954,47,12612,5,2864,8,31477,2021,0.0017452006980802793,0.0006342662332514073,3.161928679055751,53.56,0,0,1,0,1,0,0,1,0,0,0
7007,62,12612,10,1571,18,31477,2021,0.006361323155216285,0.0014270990248156665,4.4915810502283104,53.56,1,0,0,0,0,1,0,1,0,0,0
6718,69,12612,5,635,1,31477,2021,0.007861635220125786,7.928327915642591e-05,4.68477452001786,53.56,0,0,0,0,0,0,1,1,0,0,0
3672,33,12612,9,3888,4,31477,2021,0.0023142195937258937,0.00031713311662570366,8.569833923223523,53.56,0,1,0,0,0,0,0,1,0,0,0
7276,76,12612,9,1041,4,31477,2022,0.008637236084452975,0.00031713311662570366,4.32554624158307,53.56,0,0,0,1,1,0,0,1,0,0,0
7339,39,12612,5,1129,18,31477,2022,0.004424778761061947,0.0014270990248156665,4.288419618528611,53.56,0,0,1,0,0,0,1,1,0,0,0
3827,77,12612,9,1254,5,31477,2022,0.007171314741035857,0.00039641639578212953,8.222831765935215,53.56,1,0,0,0,0,0,0,1,0,0,0
9444,77,12612,5,1916,5,31477,2022,0.0026082420448617634,0.00039641639578212953,3.332662784542086,53.56,0,0,0,0,1,0,0,1,0,0,0
5082,55,12612,7,2865,3,31477,2022,0.0024424284717376133,0.00023784983746927773,6.192602793625811,53.56,0,1,0,0,0,0,1,1,0,0,0
9094,46,12612,9,4893,19,31477,2023,0.0018389865140988966,0.0015063823039720922,3.460912589334799,53.56,0,0,0,1,1,0,0,1,0,0,0
4936,57,12612,5,550,2,31477,2023,0.009074410163339383,0.00015856655831285183,6.375734251569779,53.56,0,0,1,0,0,0,0,1,0,0,0
1725,54,12612,8,4152,3,31477,2023,0.001926318324103058,0.00023784983746927773,18.2369640787949,53.56,1,0,0,0,0,1,0,1,0,0,0
8689,37,12612,6,1965,17,31477,2023,0.003051881993896236,0.0013478157456592406,3.622209436133487,53.56,0,0,0,0,0,0,1,1,0,0,0
2184,36,12612,8,1069,14,31477,2023,0.007476635514018692,0.0011099659081899628,14.405949656750572,53.56,0,1,0,0,0,0,0,1,0,0,0
4585,76,6465,6,3294,10,45318,2019,0.0018209408194233688,0.001546551190844417,9.88181421718273,53.68,0,0,0,1,0,0,1,0,1,0,0
8728,33,6465,7,4367,8,45318,2019,0.0016025641025641025,0.0012372409526755336,5.191659983961507,53.68,0,0,1,0,0,0,0,0,1,0,0
